Loc,LocName,LocStAbbrev,LocCnty,LocZone,DirFlo,LocTypeInd,Total_Design_Capacity,08/01/20,08/02/20,08/03/20,08/04/20,08/05/20,08/06/20,08/07/20,08/08/20,08/09/20,08/10/20,08/11/20,08/12/20,08/13/20,08/14/20,08/15/20,08/16/20,08/17/20,08/18/20,08/19/20,08/20/20,08/21/20,08/22/20,08/23/20,08/24/20,08/25/20,08/26/20,08/27/20,08/28/20,08/29/20,08/30/20,08/31/20
"	73515","PALMER PETROLEUM INC.-LUMBER GATHERING - ANGELINA CO., TX",TX,ANGELINA,ETX,R,WHD,"4,594",179,179,179,177,179,179,81,99,179,74,179,70,179,179,179,179,179,179,179,91,1,179,179,179,11,179,179,179,179,106,179
"	73517","ENCANA O&G INC. - GREEN GATHERING - NACOGDOCHES CO.,TX",TX,NACOGDOCHES,ETX,R,WHD,"95,139", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73519","FOSSIL RESOURCES-CARDINAL GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,"8,076",700,700,700,700,700,700,0,0,700,700,652,700,700,700,700,700,700,700,700,0,700,700,700,700,700,700,700,700,700,0,700
"	73521","PALMER PETROLEUM-ANGELINA #2-ANGELINA CO., TX",TX,ANGELINA,ETX,R,WHD,"18,526", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73523","ENTERPRISE GATHERING LLC/BETHANY-DESOTO PARISH, LA-RUN 1",LA,DE SOTO,ETX,R,INT,"39,306", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73526",PUBLIC SERVICE - BOUND BROOK - HEATER FUEL,NJ,SOMERSET,3,D,LDC,"17,354",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	73538","ASPECT ENERGY - BINTLIFF #3 BUY BACK-BRAZORIA CO., TX",TX,BRAZORIA,STX,D,END,"600,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73539","NET LP - MONUMENT PIPELINE - HARRIS COUNTY, TX",TX,HARRIS,STX,D,INT,"665,581", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73542","BLACKHAWK ENERGY, LLC -  ENTRIKEN INTERCONNECT, PA",PA,HUNTINGDON,3,R,WHD,"3,328",330,330,330,330,330,330,330,330,330,330,331,331,331,331,331,331,331,331,332,332,332,332,332,332,332,332,332,334,332,332,330
"	73543",ALLIANCE PETROLEUM CORP - EAST WHEATFIELD INTERCONNECT - CA,PA,CAMBRIA,3,R,WHD,"10,111","1,050",1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	73546","SHERIDAN HOLDING COMPANY III,LLC-SHELBY GATHERING-SHELBY CO",TX,SHELBY,ETX,R,WHD,"4,038","4,495",4495,4495,3495,3495,5695,1,3495,5595,5495,2439,3495,5495,5595,3795,3795,4795,3795,4795,3795,3795,3795,3795,3795,3795,3795,3795,3134,3795,3795,3795
"	73549","NOBLE ENERGY-OLIVER CREEK-SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,"574,801",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"	73556","GOLDEN PASS PIPELINE - CALCASIEU PARISH,  LA",LA,CALCASIEU,WLA,R,INT,"665,581", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73560",GULF SOUTH HINDS/RAYMOND,MS,HINDS,ELA,R,INT,"3,991", -   ,0,0,30641,28800,11836,22000,10000,10000,10000,51800,47500,30000,30000,4000,4000,4000,0,0,38430,0,16164,16164,16164,0,20340,0,10600,10000,10000,10000
"	73561","COMPRESSED ENERGY SYSTEMS LLC  - SALINE CO., IL",IL,SALINE,1,R,WHD,"37,304", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73564","TANOS EXPLORATION II,LLC/PARMER GATHERING",TX,NACOGDOCHES,ETX,R,WHD,"1,400,000",106,106,106,105,106,106,106,99,106,106,106,104,106,106,106,106,106,106,106,97,47,106,106,106,105,106,106,106,106,82,106
"	73568",KINDER MORGAN LNG,LA,EVANGELINE,WLA,R,LNG,"332,791", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73569",MIDCONTINENT EXPRESS,MS,HINDS,ELA,R,INT,"1,331,162", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,19453,0,26214,26214,26214,256,0,14927,0,0,0,0
"	73570",MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,D,END,"916,711",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	73571",MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,R,WHD,"17,354",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	73573",GIBRALTER ENERGY COMPANY/BLACK WARRIOR,MS,CLAY,1,R,WHD,"711,000", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73575","DCP/SARITA GATHERING-KENEDY CO., TX",TX,KENEDY,STX,R,WHD,"117,688", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73576","TEXAS GAS- KOSCIUSKO, MS",MS,ATTALA,1,R,INT,"38,469","67,719",67719,67719,69024,69579,69473,69439,72021,69857,70169,73436,73205,73505,68505,68815,68815,68815,68515,73505,73213,70154,70640,70640,70640,72815,72715,72904,91846,76009,77210,80947
"	73577","TEXAS GAS/FAYETVILLE, AR.",AR,WHITE,1,R,INT,"17,124","28,105",10405,14405,20305,21321,8805,9205,51676,70642,92148,81270,64220,54705,61805,40205,36805,38105,26705,61759,37584,40146,62993,72941,60320,63005,84341,90109,8905,2605,7705,43047
"	73580","REX CLARINGTON, MONROE CO., OH",OH,MONROE,2,R,INT,"152,550", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73581","REX LEBANON (REC), WARREN CO., OH",OH,WARREN,2,R,INT,"9,369",270,270,270,270,270,270,270,270,270,270,3335,3309,270,270,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,237,270
"	73582","SAMSON LONESTAR - HERRERA #3, NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,"41,107", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73590",NRG - CEDAR BAYOU,TX,CHAMBERS,STX,D,END,"50,000","74,541",94538,119561,99821,103245,107311,113817,89548,62225,101197,118442,124171,126563,147119,130000,121692,111820,102179,96394,72549,89382,52997,66966,68526,134987,134987,121170,118920,112002,75000,139986
"	73594",ENERGY XXI - MP 107,OF,MAIN PASS,ELA,R,WHD,"39,437", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73597","FOSSIL RESOURCES/CARDINAL II GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,"91,238", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73600",FORTUNE RESOURCES LLC/TARANTULA GATHERING,TX,SHELBY,ETX,R,WHD,"4,299",100,100,100,100,1,100,44,89,100,100,100,37,1,100,100,100,100,700,100,100,100,100,100,100,100,100,1,1,1,1,1
"	73601","TARGA LOUISIANA FIELD SERVICES, LLC-CALCASIEU, LA",LA,CALCASIEU,WLA,D,END,"9,647", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73603","NFR ENERGY/GATLIN GATHERING, HARRISON CO. TX",TX,HARRISON,ETX,R,WHD,"252,372", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73604","FLINT INTERESTS, LLC/WRIGHT MATERIALS-GOLIAD CO., TX",TX,GOLIAD,STX,R,WHD,"392,068",100,100,1000,1000,1000,100,0,0,0,0,0,87,100,100,100,100,100,100,200,100,100,100,100,100,900,1000,0,0,0,0,1000
"	73608",TGG PIPELINE - CENTRAL DELIVERY POINT,TX,SAN AUGUSTINE,ETX,R,WHD,"15,901","9,000",9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
"	73609",WILLIAMS - LMM DAVIS (VALLEY VIEW RD INTERCONNECT)  GREENE,PA,GREENE,2,R,WHD,"37,793","8,225",8225,8225,8225,5425,5425,5425,8225,8225,8225,5425,5425,5425,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225,8225
"	73610","CNX GAS CO. LLC - MCQUAY, LOCUST HILL I, GREENE CO., PA",PA,GREENE,2,R,WHD,"15,649", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73612","BUFFCO PROD./JO ALLISON #1-HARRISON CO., TX",TX,HARRISON,ETX,R,WHD,"4,193",35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,35,35,35,35,35,35
"	73613","BUFFCO PROD./SOUTHERN EGG RANCH-SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,"16,114",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"	73617",KINDER MORGAN TEJAS- NUECES BAY,TX,SAN PATRICIO,STX,D,LDC,"64,691","69,400",72500,72500,72500,50382,50382,25368,33311,33401,44400,55600,62835,70916,70891,71491,71491,71491,71491,72500,87693,72500,85300,84000,72500,72500,72500,67544,65600,66591,61691,63391
"	73618",KINDER MORGAN TEJAS- BARNEY DAVIS,TX,NUECES,STX,D,END,"87,307","91,826",96326,96326,112536,76170,100470,76233,69233,61143,60073,69644,103729,90801,106463,119855,104555,104555,112785,113255,108355,115680,83525,106855,101255,118130,105855,99226,97175,106275,82575,86675
"	73620","WILLIAMS - LMM CLARK RD.,  PA.",PA,FAYETTE,2,R,WHD,"8,601","1,400",1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
"	73621","WILLIAMS MID-PENN MIDSTREAM- CLYDE- HORSE THIEF RD., INDIAN",PA,INDIANA,3,R,WHD,"8,601","1,190",1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,930,930,930,930,930,930,930,930,930,930
"	73626",DAVIS SOUTHERN/BINTLIFF #1,TX,BRAZORIA,STX,R,WHD,"15,901", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73628","ACADIAN/FALSE RIVER - BATON ROUGE, LA",LA,WEST BATON ROUGE,ELA,D,INT,"57,648","29,369",29369,38968,36900,5000,35292,36000,35000,35850,25880,40761,24596,31200,29278,28901,28901,28901,29072,22000,10000,16255,29302,29302,29302,29802,28311,31448,27501,44576,34485,34485
"	73632",FIELDWOOD ENERGY,OF,EAST CAMERON,WLA,R,WHD,"15,901", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73633",SAWTOOTH OIL AND GAS/BIGGS GATHERING RECEIPT,TX,CHAMBERS,STX,R,WHD,"15,901",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"	73636","SANCHEZ OIL AND GAS/PATMAN GATHERING, JACKSON CO., TX",TX,JACKSON,STX,R,WHD,"4,737", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73639",SOUTHWESTERN ENERGY/JEBEL GATHERING,TX,SAN AUGUSTINE,ETX,R,WHD,"38,864","4,580",4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4780,5180,5180,5180,5180,5180
"	73640",XTO ENERGY/BARFIELD WARD GATHERING,TX,NACOGDOCHES,ETX,R,WHD,"35,721","5,420",5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420,5420
"	73641","NOBLE ENERGY-HARRIS YATES-SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,"36,835",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"	73642",ENI MC 365 BUY BACK METER,OF,SOUTH PASS,ELA,D,END,"33,183", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"	73646","ARENA OFFSHORE, LP -EC 328",OF,EAST CAMERON,WLA,R,WHD,"15,901", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73649",ACCESS MIDSTREAM/CARZENAVA GATHERING,TX,SHELBY,ETX,R,WHD,"6,514",50,50,50,50,50,50,0,0,50,0,0,50,39,50,50,50,50,50,50,0,50,50,50,50,0,50,50,0,50,50,50
"	73650","XTO ENERGY - MILL RUN / STEWARTON RAOD, FAYETTE, PA.",PA,FAYETTE,2,R,WHD,"83,503",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"	73651","SAMSON MENHORNE, SOMERSET CO., PA",PA,SOMERSET,3,R,WHD,"632,343", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73652","SHERIDAN HOLDING COMPANY III,LLC-WARR GATHERING",TX,SHELBY,ETX,R,WHD,"18,067",60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
"	73653",TEPPCO/BEAUMONT VAPOR RECOVERY,TX,JEFFERSON,STX,D,END,"34,847",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1
"	73654",FIELDWOOD ENERGY - CA 43,OF,CHANDELEUR SOUND,ELA,R,WHD,"226,210","1,000",1000,1000,1850,2100,0,0,1600,1600,1600,1800,1800,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,0
"	73656","WILLIAMS OHIO VALLEY MIDSTREAM LLC.-GOSNEY HILL ROAD, MARSH",WV,MARSHALL,2,R,WHD,"3,579","226,131",216131,217131,197526,220032,200680,216149,228350,226922,228488,528030,468921,448380,410902,233391,233392,256010,227835,225593,250225,239778,268873,275299,273271,258970,261260,260793,268066,271823,274700,265623
"	73659","ANADARKO-MARSH CREEK TRAIL - CENTRE, PA",PA,CENTRE,3,R,WHD,"16,347","2,000",2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,-57558
"	73664","SAMSON CHARLTON/HILLEGASS, SOMERSET CO., PA",PA,SOMERSET,3,R,WHD,"140,169", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73667","HOT SPRING POWER PLANT, HOT SPRING CO, AR",AR,HOT SPRING,ETX,D,END,"142,479", -   ,0,0,0,0,0,0,21763,30609,56879,78593,48011,54936,45044,39702,24765,18137,29676,38970,34623,29676,76270,59352,39568,49460,72395,31655,0,0,0,0
"	73669","TEXANA OPERATING/MASSEY FERGUSON GATHERING, SAN JACINTO CO.",TX,SAN JACINTO,STX,R,WHD,"413,049",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"	73670","SHERIDAN HOLDING COMPANY III,LLC/KING WILLIAMS, SHELBY CO.,",TX,SHELBY,ETX,R,WHD,"76,939",60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
"	73671","CNX GAS CO. LLC - MCQUAY, LOCUST HILL LL, GREENE CO., PA",PA,GREENE,2,R,WHD,"36,697", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,43000,0,0,0,0,0,0,0,0,0,0,11378
"	73672","ENERGY TRANSFER/TIGER PIPELINE BIENVILLE, LA",LA,BIENVILLE,ETX,R,WHD,"208,500","35,020",35020,35020,20,20,20020,54720,48120,48120,48120,17064,17620,13720,53020,46520,46520,46513,18720,20,35020,39020,51020,51020,51020,35320,20,20,20,37720,37720,37720
"	73673","WILLIAMS/SHAMROCK N. SALEM RD, FAYETTE CO., PA.",PA,FAYETTE,2,R,WHD,"280,338","194,500",194500,194621,185034,197918,189164,194499,191500,194600,191534,194900,191985,192505,197022,197500,197500,197183,192979,196590,196312,196500,199500,196900,196500,195740,191256,189923,187163,190479,166238,5149
"	73674","TARPON, WC 487, LAO",LA,WEST CAMERON,WLA,R,WHD,"36,558", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73677","EASTERN SHORE NATURAL GAS HONEYBROOK - LANCASTER COUNTY, PA",PA,LANCASTER,3,D,INT,"204,166","15,826",6579,17296,24857,39344,64184,39219,31096,30741,34711,44014,43572,43522,47122,57361,57361,57332,29362,42371,41370,41470,41450,41450,45520,65156,59587,45344,40870,42391,37391,41018
"	73678","DOMINION ENERGY TRANSMISSION, INC - CROOKED RUN, WESTMORELA",PA,WESTMORELAND,3,R,INT,"206,209","31,000",66458,82625,52309,13000,76509,38642,1250,17332,91853,119541,120862,82412,74554,0,0,0,26288,0,0,50622,0,0,69000,75074,24041,95349,54300,0,0,80000
"	73679",XTO ENERGY. - ELSIE ADAMS #2 - PA.,PA,FAYETTE,2,R,WHD,"144,101","4,199",4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199,4199
"	73684",ETX-ENBRIDGE/WELLS LANDING - POLK,TX,POLK,ETX,D,INT,"76,102", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73686",ETX-ENBRIDGE/ZIDER - SHELBY,TX,SHELBY,ETX,R,INT,"37,858", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73688",RICE POSEIDON MIDSTREAM-WAYNESBURG,PA,GREENE,2,R,WHD,"14,617","42,000",42000,42000,41000,41000,41000,41000,41000,41000,36635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73694",SWEENY PLANT-CONOCO PIPELINE,TX,BRAZORIA,STX,D,END,"688,937","20,000",40000,30000,30000,35000,34200,24817,24000,35500,28107,24500,24000,25000,30900,35920,36200,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73696",GOMEX VR 282,OF,VERMILLION,WLA,R,WHD,"647,133", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73697","BACHTELL O&G/KEAHEY GATHERING-MARION CO., TX",TX,MARION,ETX,R,WHD,"38,864", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15244,25263,9355,17130,3227,17014,27213,0,0
"	73698","ACADIAN GAS-HAYNESVILLE EXTENSION P/L, PT.COUPEE PARISH, LA",LA,POINTE COUPEE,ELA,R,INT,"950,000","25,000",25000,25000,20300,0,0,0,0,0,0,27000,20300,23800,59500,56800,56800,56800,0,0,0,0,0,0,0,0,0,0,0,0,8673,9119
"	73699","DOMINION ENERGY TRANSMISSION, INC - APPALCHIAN GATEWAY, WES",PA,WESTMORELAND,2,R,INT,"229,649", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73702","ARENA OFFSHORE, LP -  EC 328B START-UP GAS",OF,EAST CAMERON,WLA,D,END,"460,028", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647029,641961,666045,660042,726158,694809,729457,650886,575126,639440,616406,624742,588963,656142
"	73703","WILLIAMS-TRANSCO, LOWER CHANCEFORD-YORK CO., PA.",PA,YORK,3,D,INT,"574,664","640,816",620213,673630,612915,617086,624452,637716,623102,663698,655293,578830,564650,564186,646551,639530,628407,619442,130350,132350,132350,131350,126600,126600,126600,125100,125100,125850,125850,125850,125850,125850
"	73704","WILLIAMS CANTARAL - RT 18, GREENE CO., PA.",PA,GREENE,2,R,WHD,"9,774","133,350",133350,133350,133350,132750,132750,132750,133350,141750,133350,128750,128750,128750,134350,134350,134350,134350,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064
"	73705","EQT - /MORRIS II, GREENE CO., PA.",PA,GREENE,2,R,WHD,"87,725","5,064",5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,287441,285696,239234,254890,253103,254203,275802,308904,336050,362992,306031,239883,243456,231223
"	73706","EQT- BRADEN RUN, GREENE CO., PA.",PA,GREENE,2,R,WHD,"58,217","291,297",309497,316296,302467,290386,254349,266287,269018,263742,306512,249400,248461,246089,247912,246687,247051,247879,500,500,400,400,400,400,400,100,100,100,100,100,100,100
"	73710","VENTEX OPERATING, LINCOLN CO., MS",MS,LINCOLN,ELA,R,WHD,"966,150",500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73711","NTE MIDDLETOWN ENERGY CENTER, BUTLER CO, OH",OH,BUTLER,2,D,END,"475,155", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73712","ENERGY CORPORATION OF AMERICA-RIDGE RD., GREENE CO., PA.",PA,GREENE,2,R,WHD,"6,100", -   ,0,0,0,0,0,0,0,0,0,15000,15000,15000,35000,0,35500,0,671449,667664,473325,542056,526574,525828,527992,483188,471327,501045,444488,408136,357953,423425
"	73713","EQT - JEFFERSON, GREENE CO., PA.",PA,GREENE,2,R,WHD,"17,065","617,279",609250,663034,580360,367044,619005,697138,686305,682405,605332,514927,498978,462302,419308,354328,353770,351608,3299,3001,3002,5000,5001,5001,5001,-5000,5000,5000,5000,8500,8500,8500
"	73714",DTE APPALACHIA GATHERING  HIGH NOON,PA,GREENE,2,R,WHD,"3,566","30,400",30400,30369,14300,22836,4300,4300,29300,49299,64300,75424,74300,73000,73000,8001,8001,13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73715","LANCASTER MUNICIPAL GAS COMPANY, FAIRFIELD CO., OH",OH,FAIRFIELD,2,D,LDC,"374,832", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,111,352,475,560,513,324,515,322,326,2276,1440,1440,6202
"	73716","CAIMAN ENERGY - KINGWOOD ROAD, SOMERSET CO., PA.",PA,SOMERSET,2,R,WHD,"215,566","1,466",1420,1589,4099,991,1576,1383,1479,1363,1442,0,54,578,1144,509,2661,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73717",ESENJAY PETROLEUM/HOBLIT UNIT #1-RUN 1,TX,GOLIAD,STX,R,WHD,"7,530", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73718","COLUMBIA-MARIETTA, LANCASTER CO., PA",PA,LANCASTER,3,D,INT,"1,189,680", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,7000,7000,23000,23000,23000,8830,24330,24400,20600,8300,18300,8300
"	73719",T2 GAS UTILITY LLC/REFUGIO INTERCONNECT,TX,REFUGIO,STX,R,WHD,"457,969","55,593",55593,55593,28185,17860,22042,15060,28838,28838,28838,30796,11310,23390,20200,10200,10200,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73721","PSEG-BAYONNE, HUDSON CO., NJ",NJ,HUDSON,3,D,LDC,"364,008", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179053,201910,201203,193811,206716,192607,236340,238072,223442,232820,213157,177616,166399,164760
"	73722",CONED-MANHATTAN DELIVERY,NJ,HUDSON,3,D,LDC,"17,754","187,696",240416,260500,249221,226653,221303,204503,182470,219370,249603,239116,212330,207794,198544,205539,191770,225653,319429,304818,358580,346307,367629,370130,370099,375322,385580,346779,352103,376005,376005,376002
"	73723","IMTT-BAYONNE, HUDSON CO, NJ",NJ,HUDSON,3,D,END,"257,391",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"	73727","COLUMBIA MIDSTREAM BIG PINE  WESTMORELAND CO.,  PA",PA,WESTMORELAND,3,R,WHD,"38,469","379,174",379422,395316,369166,364335,382557,378888,362445,374862,377554,395379,385608,394891,378669,363210,364177,365158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73728","EQT/MORRIS III, GREENE CO., PA",PA,GREENE,2,R,WHD,"476,124", -   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"	73729","CENTERPOINT ENERGY - GRANITE MOUNTAIN QUARRY, PULASKI CO.,",AR,PULASKI,ETX,D,END,"458,854",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,119436,15203,150,150,150,150,150,0,42347,0,0,-70900
